


Names from Great Britain:
Blanche
Blayne
Bleddyn
Blodwen
Blodwin
Blodwyn
Bob
Bobbi
Bobbie
Bobby
Bonita
Bonnie
Bonny
Bowen
Bowie
Boyd
Braden
Bradley
Branwen
Breandan
Brenda
Brendan
Brendon
Brenna
Brennan
Brent
Bret
Brett
Bretton
Briallen
Brian
Briana
Brice
Bridget
Bridgette
Bridie
Brighid
Brigid
Brinley
Briony
Broderick
Brodie
Bronagh
Bronte
Bronwen
Bronwyn
Brook
Brooke
Bruce
Bryan
Bryden
Bryn
Brynley
Brynn
Bryon
Bryony
Bryson
Buddug
Burton
Byron
Cadell
Cadfan
Cadi
Cadwaladr
Caerwyn
Cai
Cain
Cairistiona
Cairn
Cait
Caitlin
Calder
Caleb
Caley
Callan
Calli
Callie
Callum
Cally
Calum
Calvin
Cam
Camden
Cameron
Camilla
Campbell
Candice
Canice
Caoimhin
Caolan
Cara
Caradoc
Caragh
Carey
Caridwen
Carina
Caris
Carl
Carla
Carleen
Carli
Carlie
Carlin
Carline
Carlton
Carly
Carlyle
Carmel
Carmen
Carne
Carney
Carol
Carole
Caroline
Carolyn
Caron
Carr
Carrick
Carrie
Carrol
Carroll
Carson
Caryl
Caryn
Carys
Casey
Caspar
Casper
Cass
Cassandra
Cassie
Cate
Cath
Catharine
Catherine
Cathie
Cathleen
Cathryn
Cathy
Catrin
Catrina
Catriona
Cavan
Ceara
Cecelia
Cecil
Cecilia
Cecily
Cedric
Cei
Celia
Celyn
Ceredig
Ceri
Ceridwen
Ceridwyn
Cerise
Cerwyn
Cerys
Chalmers
Chanel
Chantel
Chantelle
Charis
Charisse
Charl
Charleen
Charlene
Charles
Charley
Charlie
Charlotte
Charmaine
Chay
Chelsey
Cheney
Cherelle
Cherie
Cherise
Cherry
Cheryl
Chisholm
Chris
Chrissie
Chrissy
Christal
Christian
Christie
Christina
Christine
Christopher
Christy
Cieran
Cindy
Clair
Claire
Clancy
Clara
Clare
Clarence
Clarice
Claris
Clarissa
Clark
Clarke
Claude
Clayton
Clement
Cleo
Cliff
Clifford
Clifton
Clint
Clinton
Clive
Cluny
Clyde
Coinneach
Colan
Coleen
Colene
Colette
Colin
Colina
Coll
Colleen
Collen
Collette
Collin
Colm
Colman
Columba
Colwyn
Con
Conal
Conall
Conan
Conleth
Conn
Connel
Connell
Connie
Connor
Conrad
Conroy
Constance
Constantine
Conway
Cooper
Cora
Coral
Cordelia
Corin
Corinne
Cornelius
Corran
Corrin
Corrine
Courtenay
Cowan
Craig
Crawford
Creighton
Crispin
Crissie
Cristine
Cristy
Cunningham
Cuthbert
Cy
Cynan
Cynthia
Cyril
Cyrus
Dafydd
Dagan
Dai
Daina
Daisy
Daithi
Dale
Daley
Dallas
Damian
Damien
Damon
Dan
Dana
Dane
Dani
Daniel
Danielle
Danny
Daphne
Daren
Daron
Darragh
Darrel
Darrell
Darren
Darryl
Daryl
Dave
Davey
David
Davidson
Davin
Davina
Davine
Davis
Davy
Dawn
Dawson
Dayna
Dea
Dean
Deana
Deane
Deanna
Deanne
Dearbhail
Deb
Debbie
Debby
Deborah
Debra
Declan
Dee
Deian
Deidre
Deiniol
Deirdre
Del
Delaney
Delbert
Delia
Della
Delyth
Denis
Denise
Dennis
Denny
Denver
Denys
Denzil
Dera
Derek
Derick
Dermot
Derren
Derrick
Derry
Derval
Dervla
Derwen
Derwyn
Deryn
Des
Desmond
Devlin
Devon
Dewi
Dexter
Di
Diana
Diane
Dianne
Diarmaid
Diarmid
Dick
Dierdre
Dillan
Dillon
Dillwyn
Dilwen
Dilwyn
Dilys
Dion
Dionne
Dolan
Dolly
Domhnall
Dominic
Don
Dona
Donagh
Donald
Donalda
Donaldina
Donella
Donna
Donnell
Donnie
Donovan
Dora
Doree
Doreen
Dorene
Dorian
Doris
Dorothy
Dorren
Dory
Dot
Doug
Dougal
Dougald
Douglas
Doyle
Drew
Dru
Drummond
Dudley
Dugald
Dugan
Duke
Dulcie
Duncan
Dwynwen
Dylan
Dylis
Dyllis
Dymphna
Dympna
Eamon
Eamonn
Ean
Ear
Earl
Earnest
Ed
Eda
Edan
Edana
Eddie
Eden
Edgar
Edith
Edmund
Edna
Edward
Edwin
Edwina
Effie
Eileen
Eilidh
Eilis
Eilish
Einion
Eira
Eirian
Eirianwen
Eiriol
Eirlys
Eiry
Elaine
Elayne
Eldon
Eleanor
Eleanora
Eleanore
Elen
Elene
Eleri
Elijah
Elinor
Elinore
Eliot
Elisabeth
Elise
Elissa
Eliza
Elizabeth
Ella
Ellen
Ellice
Elliot
Elliott
Ellis
Eloise
Elsa
Elsie
Elspeth
Elton
Eluned
Elva
Elyse
Emerald
Emerson
Emily
Emlyn
Emma
Emmie
Emrys
Emyr
Ena
Enda
Enfys
Enid
Enna
Ennis
Enos
Eoghann
Eric
Erica
Erika
Erin
Ernest
Ernie
Errol
Erroll
Erskine
Ervine
Erwyn
Esme
Esmond
Essyllt
Esther
Esyllt
Ethan
Ethel
Euan
Eugene
Eunice
Euphemia
Euron
Eva
Evaleen
Evalina
Evaline
Evalyn
Evan
Evanna
Eve
Eveleen
Eveline
Evelyn
Evie
Evina
Evon
Ewan
Ewen
Faith
Fanny
Farquhar
Fay
Faye
Fearghus
Feargus
Fearne
Felicity
Felim
Fenella
Fenwick
Fergus
Ferguson
Ferris
Festus
Ffion
Ffiona
Fflur
Finbar
Findlay
Finella
Finlay
Finley
Finn
Finola
Fintan
Fiona
Fionn
Fionnula
Firth
Fletcher
Flora
Florence
Florrie
Florry
Fola
Forbes
Fran
Frances
Francis
Frank
Frankie
Fraser
Frazer
Fred
Freddie
Freddy
Frederic
Frederick
Fredrick
Freya
Gabrielle
Gaenor
Gail
Gair
Galvin
Gar
Garan
Gareth
Garfield
Garrett
Garrie
Garry
Garth
Garvie
Garvin
Gary
Garym
Gavan
Gaven
Gavin
Gavina
Gavyn
Gawain
Gay
Gayle
Gayna
Gaynor
Gemma
Gene
Genevieve
Geoff
Geoffrey
Geordie
George
Georgia
Georgie
Georgina
Geraint
Gerald
Geraldine
Gerallt
Gerard
Gerrard
Gerry
Gervas
Gerwin
Gethin
Gideon
Gifford
Gilbert
Gildas
Giles
Gilian
Gill
Gillean
Gillian
Gilly
Gilmore
Gilroy
Gina
Ginevra
Ginny
Glady
Gladys
Glan
Glen
Glenda
Glendower
Glenn
Glenna
Glenys
Gloria
Glyn
Glynda
Glyndwer
Glynis
Glynn
Glynne
Glynys
Godfrey
Gordan
Gordon
Gorman
Goronwy
Govan
Gowan
Grace
Gracie
Graeme
Graham
Grahame
Grania
Grant
Gray
Greer
Greg
Gregg
Gregor
Gregory
Greig
Greta
Griffith
Grizel
Grizelda
Gronw
Gruffudd
Gruffydd
Guenevere
Guinevere
Guy
Gwanwyn
Gwawr
Gwen
Gwenda
Gwendolen
Gwendolene
Gwendolin
Gwendoline
Gwendolyn
Gwendolyne
Gwendolynn
Gwendolynne
Gweneth
Gwenevere
Gwenhwyfar
Gwenith
Gwenllian
Gwenn
Gwenna
Gwenneth
Gwennie
Gwenyth
Gwerfyl
Gwern
Gwilym
Gwion
Gwladys
Gwydion
Gwyn
Gwynedd
Gwyneira
Gwyneth
Gwynn
Gwynne
Hadrian
Hafren
Hailey
Hal
Haley
Hamilton
Hamish
Hannah
Harley
Harmony
Harold
Harriet
Harriett
Harris
Harrison
Harry
Harvey
Hay
Hayden
Haydn
Hayley
Hazel
Heath
Heather
Heber
Hector
Heddwyn
Hedley
Heidi
Heledd
Helen
Helena
Helene
Henderson
Henry
Herbert
Hester
Heulwen
Heulyn
Hew
Hilary
Hillary
Hilton
Hollie
Holly
Honey
Honora
Howard
Howell
Hugh
Hume
Humphrey
Hunter
Huw
Hywel
Hywela
Hywell
Iain
Ian
Ianto
Idris
Iestyn
Ieuan
Ifor
Ignatius
Ila
Ilene
Imogen
Ina
Ingram
Ingrid
Innes
Innis
Ioan
Iola
Iolo
Ion
Iona
Iorwerth
Iowerth
Ira
Irene
Irvin
Irvine
Irving
Irwin
Isa
Isaac
Isabel
Isabell
Isabella
Isabelle
Iseabail
Iseult
Ishbel
Isla
Islwyn
Ismay
Isobel
Ithel
Ivan
Ivor
Jabez
Jack
Jacki
Jackie
Jackson
Jacky
Jacob
Jacobina
Jacqueline
Jacquelyn
Jacqui
Jacquie
Jade
Jai
Jaime
Jaimie
Jake
James
Jamesina
Jameson
Jamey
Jamie
Jamieson
Jan
Jane
Janeen
Janene
Janet
Janetta
Janette
Janey
Janice
Janine
Janis
Jarvis
Jason
Jay
Jayne
Jean
Jeane
Jeanette
Jeanie
Jeanna
Jeanne
Jeannette
Jeannie
Jed
Jeff
Jeffery
Jeffrey
Jemma
Jen
Jena
Jenifer
Jenna
Jennet
Jenni
Jennie
Jennifer
Jenny
Jenson
Jeremiah
Jeremy
Jerry
Jesse
Jessi
Jessica
Jessie
Jewel
Jill
Jillian
Jilly
Jim
Jimmy
Jinny
Jo
Joan
Joann
Joanna
Joanne
Jocelin
Jocelyn
Jock
Jodie
Jody
Joe
Joel
Johanna
John
Johnathan
Johnathon
Johnnie
Johnny
Johnson
Johnston
Joice
Jon
Jonah
Jonathan
Jonathon
Jones
Joni
Jordan
Joseph
Josephine
Joshua
Josie
Joss
Joy
Joyce
Jude
Judith
Judy
Juli
Julia
Julian
Julianne
Julie
Julieanne
Juliet
June
Justin
Justine
Kady
Kaleen
Kam
Kamran
Kane
Kara
Karan
Karen
Karis
Karl
Karly
Karyn
Kasia
Kat
Kate
Katey
Kath
Katharine
Katherine
Kathie
Kathleen
Kathlyn
Kathrine
Kathryn
Kathy
Katie
Katrina
Katriona
Katy
Kavan
Kay
Kayleigh
Kayley
Kaylie
Kayne
Kealey
Kean
Keane
Keeley
Keelin
Keely
Keenan
Keir
Keira
Keiran
Keith
Kelley
Kelli
Kellie
Kelly
Kelsie
Kelvin
Kelvyn
Ken
Kendal
Kendra
Kendrick
Kenn
Kennedy
Kenneth
Kenrick
Kenyon
Keri
Kern
Kerr
Kerri
Kerrie
Kerrin
Kerry
Kerwin
Kerys
Kester
Kev
Kevan
Keven
Kevin
Kevina
Kevyn
Key
Kian
Kiara
Kiera
Kieran
Kieren
Kiernan
Kieron
Kierston
Kim
Kimberley
Kingsley
Kirk
Kirsten
Kirsti
Kirstie
Kirstin
Kirsty
Kit
Kitty
Kristen
Kristian
Kristie
Kristina
Kristopher
Kristy
Krystal
Kye
Kyla
Kyle
Kylie
Kym
Kyna
Kyra
Kyran
Lacey
Lachlan
Laine
Lambert
Lamond
Lance
Lancelot
Lara
Larry
Laura
Laurance
Laurel
Lauren
Laurence
Laurie
Laurin
Lavaine
Laverne
Lavinia
Lawrence
Lawrie
Leah
Lean
Leane
Leanna
Leanne
Lear
Lee
Leeann
Leeanne
Leigh
Leighanne
Leighton
Len
Lena
Lennard
Lennie
Lennox
Leo
Leon
Leona
Leonard
Leonie
Leonora
Lesa
Leslee
Lesley
Leslie
Lesly
Lester
Levi
Lew
Lewis
Lexie
Leyton
Lezlie
Lia
Liam
Liane
Lianne
Liberty
Lilian
Lilias
Lillian
Lillie
Lilly
Lily
Lin
Lincoln
Linda
Lindsay
Lindsey
Lindy
Linette
Linsey
Linton
Lionel
Lisa
Lissa
Livingstone
Liz
Liza
Lizabeth
Lizzie
Lizzy
Llewellyn
Llinos
Llio
Lloyd
Llwyd
Llyn
Llyr
Llywelyn
Logan
Lois
Lorainne
Loretta
Lorette
Lorimer
Lorna
Lorne
Lorraine
Lotty
Lou
Louella
Louie
Louis
Louisa
Louise
Lovel
Lowri
Loy
Luc
Luci
Lucie
Lucille
Lucinda
Lucy
Luke
Luned
Lunn
Luther
Lyall
Lydia
Lyla
Lyn
Lynda
Lyndsay
Lyndsey
Lyndy
Lynette
Lynn
Lynne
Lynsey
Mabel
Mabli
Mac
Mack
Mackenzie
Maddie
Madeleine
Madeline
Madge
Madoc
Mae
Mael
Maggie
Maggy
Mai
Mair
Maira
Mairearad
Mairghread
Mairi
Mairwen
Maisie
Maisy
Malachi
Malachy
Malcolm
Malcom
Maldwyn
Mali
Mallory
Malva
Malvern
Malvin
Malvyn
Mandi
Mandy
Manny
Manus
Mara
Maralyn
Marc
March
Marcia
Marcus
Mare
Mared
Margaret
Marge
Marged
Margery
Margo
Maria
Marian
Marianne
Marie
Marilyn
Marilynn
Marina
Marion
Marissa
Marjorie
Marjory
Mark
Marlene
Marley
Marlon
Marlyn
Marnie
Marny
Marsali
Marsha
Marshall
Martha
Martin
Martyn
Marven
Marvyn
Mary
Maryann
Mason
Matheson
Mathew
Matilda
Matt
Matthew
Mattie
Maud
Maude
Maura
Maureen
Maurice
Mavis
Max
Maxine
Maxwell
May
Mckenzie
McKenzie
Meg
Megan
Meira
Meirion
Mel
Melanie
Meleri
Melinda
Melissa
Mellisa
Melodie
Melody
Melva
Melvin
Melvina
Melvyn
Menzies
Meredith
Meriel
Merle
Merlin
Merlyn
Merna
Merrill
Merry
Merton
Mervyn
Meryl
Meurig
Mhairi
Michael
Micheal
Michele
Michelle
Mick
Mike
Mildred
Miles
Millie
Milly
Milton
Mina
Minda
Minette
Minnie
Miranda
Miren
Miriam
Mitchel
Mitchell
Mo
Moina
Moira
Moire
Moireach
Mollie
Molly
Mon
Mona
Monica
Monty
Mora
Morag
Moray
Morfudd
Morfydd
Morgan
Morgana
Morna
Morris
Morrison
Mortimer
Morton
Morven
Morvyn
Morwen
Morwenna
Moses
Mostyn
Moya
Moyna
Muir
Muire
Muireall
Muirne
Mungo
Munro
Murdo
Murdoch
Muriel
Murray
Murrough
Myfanwy
Myles
Myra
Myrddin
Myrna
Mysie
Nadia
Nadine
Nairn
Nairne
Nan
Nancy
Nanette
Nannette
Naomi
Nat
Natalie
Natasha
Nathalie
Nathan
Nathanael
Nathaniel
Nathen
Naughton
Neal
Neale
Neil
Neilan
Neill
Nell
Nelson
Nerys
Nessa
Nessie
Nest
Nesta
Neville
Nevin
Newell
Nia
Nial
Niall
Nic
Nichola
Nicholas
Nick
Nicki
Nicky
Nicol
Nicola
Nicolas
Nicole
Nicolette
Nieve
Nigel
Nighean
Nik
Nike
Nikki
Nikky
Nina
Ninian
Nita
Noah
Noble
Noel
Noeleen
Nola
Nolan
Non
Nona
Nonita
Nora
Norah
Noreen
Noreena
Norma
Norman
Norris
Norval
Nuala
Nye
Odhran
Ogilvie
Oisin
Olive
Oliver
Olivia
Olly
Olwen
Olwin
Oona
Oonagh
Ora
Oran
Orin
Oriole
Orlagh
Ormond
Orson
Oswald
Othniel
Owain
Owen
Owena
Pam
Pamela
Parry
Pat
Patricia
Patrick
Patsy
Patty
Paul
Paula
Paulette
Paulie
Pauline
Pearce
Pearl
Pedr
Peg
Pegeen
Peggy
Peigi
Pembroke
Penelope
Penny
Perceval
Percival
Percy
Peredur
Peregrine
Perry
Peter
Phelan
Phil
Philip
Philippa
Phillip
Philomena
Phoebe
Phyllida
Phyllis
Piers
Pip
Pippa
Pollie
Polly
Poppy
Powell
Preston
Price
Priscilla
Pryderi
Prydwen
Prys
Pyrs
Queenie
Quentin
Quinn
Quinton
Rab
Rachael
Rachel
Rae
Raegan
Ralph
Ramsay
Ramsey
Ranald
Randolph
Randy
Ray
Raymond
Reagan
Rebecca
Rebekah
Redmond
Reece
Reeve
Reg
Regan
Reggie
Reginald
Reid
Rene
Renee
Renfrew
Renie
Rennell
Rennie
Renny
Reno
Reuben
Rex
Reynold
Rhain
Rhea
Rhiain
Rhian
Rhianna
Rhiannan
Rhianne
Rhiannon
Rhianwen
Rhisiart
Rhodri
Rhona
Rhonda
Rhonwen
Rhosyn
Rhun
Rhys
Rian
Rianna
Richard
Richie
Rick
Rickie
Ricky
Rikki
Riley
Riona
Rita
Ritchie
Roanna
Rob
Robat
Robbie
Robby
Robena
Robert
Roberta
Robertson
Robin
Robina
Robyn
Rod
Roddie
Roddy
Roderick
Rodger
Rodney
Rodric
Rodrick
Rogan
Roger
Rohan
Rois
Roisin
Roland
Roma
Romney
Ron
Rona
Ronald
Ronalda
Ronan
Ronnie
Ronny
Rooney
Rorie
Rory
Ros
Rosa
Rosaleen
Rosalind
Rosalyn
Rosalynn
Rosalynne
Rosamund
Rosamunde
Rose
Roseann
Roseanna
Roseanne
Rosemarie
Rosemary
Roshan
Rosie
Roslin
Roslyn
Ross
Rossiter
Rowan
Rowen
Rowena
Rowland
Roy
Royal
Rozalyn
Ruaidhri
Ruairi
Ruairidh
Ruan
Ruaraidh
Ruby
Rudolph
Rupert
Russ
Russell
Ruth
Ruthy
Ryan
Sacha
Sadie
Sallie
Sally
Sam
Samantha
Samson
Samuel
Sandra
Sandy
Sara
Sarah
Sasha
Sayer
Scarlett
Scot
Scott
Seamus
Sean
Seana
Seb
Sebastian
Selena
Selina
Selwyn
Selyf
Senga
Seona
Seonaid
Seoras
Seren
Serena
Seumas
Seymour
Shane
Sharla
Sharlene
Sharman
Sharon
Sharron
Sharyn
Shaun
Shauna
Shawn
Shayne
Shea
Sheelagh
Sheena
Sheila
Sheilah
Shelagh
Shelby
Shelia
Shelley
Shelly
Shena
Sheree
Sheridan
Sherrie
Sheryl
Sheryn
Shiona
Shireen
Shirley
Sholto
Shon
Shona
Shonagh
Sian
Siani
Sid
Sidney
Sighle
Simon
Sinclair
Sine
Siobhan
Sion
Sioned
Siubhan
Siwan
Skye
Sonia
Sonny
Sonya
Sophia
Sophie
Sophy
Spencer
Stacey
Stacy
Stafford
Stanford
Stanley
Stanton
Steffan
Stella
Steph
Stephanie
Stephen
Steuart
Steve
Steven
Stevie
Stewart
Stirling
Storm
Stratton
Struan
Stuart
Sue
Susan
Susanna
Susannah
Susie
Sutherland
Suzanna
Suzanne
Suzette
Suzie
Suzy
Syd
Sydney
Sylvia
Symon
Tabitha
Tad
Tahnee
Taliesin
Tam
Tammi
Tammie
Tammy
Tamsin
Tamzin
Tania
Tanwen
Tanya
Tara
Tarran
Tarrant
Taryn
Tavia
Tavis
Tavish
Teague
Tecwyn
Ted
Teddy
Tegan
Tegwen
Teilo
Teleri
Terence
Teresa
Terrance
Terrence
Terri
Terrie
Terry
Tess
Tessa
Thaddeus
Thane
Theodora
Theodore
Theresa
Therese
Thom
Thomas
Thomasina
Thomasine
Thora
Tiernan
Tierney
Tiffany
Tilly
Tim
Timothey
Timothy
Tina
Tobin
Toby
Tom
Tommy
Tomos
Toni
Tonia
Tony
Torin
Torquil
Torrance
Tracey
Tracie
Tracy
Trefor
Tremayne
Trevelyan
Trevina
Trevor
Trina
Tristan
Tristram
Troy
Trudi
Trudie
Trudy
Trystan
Tudor
Tudur
Tully
Twm
Ty
Tyra
Tyrone
Uisdean
Una
Unity
Val
Valarie
Valentine
Valerie
Vance
Vanessa
Vanora
Vaughn
Vera
Verity
Vernon
Veronica
Vibretha
Vic
Vicki
Vicky
Victor
Victoria
Viki
Vince
Vincent
Violet
Virginia
Vivian
Vivien
Vivienne
Walker
Wallace
Walter
Wanda
Warren
Wayne
Wenda
Wendi
Wendy
Wesley
Wilfred
Willi
William
Willie
Willow
Wilma
Wilson
Wilton
Win
Winifred
Winnie
Winnifred
Winston
Wren
Wyn
Wyndham
Wynn
Wynne
Xanthe
Yvonne
Zak
Zane
Zara
Zena
Zoe



Names from Ireland:

Aaron
Abigail
Abraham
Adam
Adrian
Aedin
Aengus
Agnes
Aidan
Aideen
Ailbhe
Aileen
Ailín
Ailís
Ailish
Aimee
Aindrias
Aindriú
Áine
Aishling
Aisling
Aislinn
Alan
Alannah
Alastair
Albert
Alec
Alex
Alexander
Alexandra
Alfred
Ali
Alice
Alicia
Alison
Alistair
Allen
Allison
Almath
Amanda
Amhlaoibh
Amy
Andrea
Andrew
Andy
Angela
Angie
Anita
Ann
Anna
Anne
Annette
Anthony
Antoinette
Aodh
Aodhán
Aoibheann
Aoibhínn
Aoife
Aoiffe
Aonghus
Arlene
Arthur
Ashleigh
Ashley
Ashling
Assumpta
Audrey
Augusta
Augustina
Augustine
Austin
Avril
Báirbre
Barbara
Barra
Barry
Bartholomew
Bartley
Bébhinn
Ben
Benjamin
Bernadette
Bernard
Berni
Bernice
Bernie
Bettie
Betty
Beverly
Bill
Billy
Bláithín
Bláthnaid
Bob
Bobby
Brandon
Breandán
Breda
Bree
Breeda
Breffney
Brenda
Brendan
Brian
Brianna
Bríd
Bridget
Bridie
Brighid
Brigid
Bronagh
Bruce
Bryan
Cahill
Cailín
Cáit
Caitlín
Caitlyn
Caitríona
Cal
Caoilfhionn
Caoimhe
Caoimhín
Cara
Caragh
Carl
Carmel
Carol
Carole
Caroline
Carolyn
Carrie
Carroll
Cassandra
Cathal
Catherine
Cathleen
Cathriona
Cathy
Catriona
Cecilia
Celena
Celia
Charles
Charlie
Charlotte
Charly
Charmaine
Cheridwen
Cherie
Cherry
Chris
Christian
Christie
Christina
Christine
Christopher
Christy
Cian
Ciara
Ciaran
Cillian
Cillín
Cindy
Claire
Clare
Clíodhna
Clíona
Clive
Clodagh
Colbert
Colette
Colin
Colleen
Collette
Colm
Colmán
Colum
Con
Conall
Conan
Concepta
Conn
Connell
Connie
Connor
Conor
Cora
Coriena
Cormac
Cornelius
Craig
Crionna
Crona
Cronan
Cyrille
Dáire
Daithí
Damhnait
Damian
Damien
Dan
Daniel
Danielle
Danny
Daphne
Dara
Daragh
Darina
Darius
Darragh
Darrelle
Darren
Dave
David
Dawn
Dean
Dearbháil
Debbie
Deborah
Debra
Declan
Deirbhile
Deirdre
Denis
Denise
Dennis
Derek
Dermot
Dervla
Des
Desmond
Devin
Diana
Diane
Dianne
Diarmaid
Diarmuid
Dick
Doireann
Dolores
Domhnall
Dominic
Don
Donagh
Donal
Donald
Donna
Donnacha
Donncha
Donnchadh
Dorothy
Douglas
Drew
Dudley
Dulach
Duncan
Dympna
Éabha
Éadaoin
Eamon
Éamonn
Éanna
Eavan
Edel
Edmond
Edmund
Edward
Edwin
Edwina
Éibhear
Eibhleann
Eibhlín
Eibhlis
Eileen
Eilís
Eilish
Eimear
Eithne
Elaine
Eleanor
Elizabeth
Ellen
Ellmarie
Ellmary
Elmer
Elspeth
Emer
Emily
Emma
Emmet
Emmett
Ena
Enda
Eoghan
Eoin
Eric
Erin
Esther
Ethel
Ethna
Eugene
Eva
Evan
Evelyn
Fachtna
Feargal
Fearghal
Feidhlim
Fergal
Fergus
Fiach
Fiachra
Fidelma
Finbar
Finbarr
Finn
Finnbar
Finnian
Finnuala
Finola
Fintan
Fion
Fíona
Fionbharr
Fionn
Fionnghuala
Fionntán
Fionnuala
Fionnula
Fionola
Florence
Frances
Francies
Francis
Frank
Fraser
Fred
Freda
Frederic
Gabriel
Gabrielle
Gail
Gareth
Garret
Garreth
Garrett
Gary
Gavan
Gaven
Gavin
Gayle
Gearóid
Gemma
Geoff
Geoffrey
George
Georgina
Ger
Gerald
Geraldine
Gerard
Gerardette
Gerardine
Geriene
Gerry
Gillian
Glenn
Gloria
Gobnait
Gordon
Grace
Graham
Graine
Gráinne
Grania
Gregory
Guy
Gwen
Gwenda
Hannah
Hanora
Harriet
Harry
Harvey
Hazel
Heather
Helen
Helena
Henry
Hilary
Holly
Honor
Howard
Hugh
Humphrey
Iain
Ian
Íde
Irene
Iris
Ita
Ivor
Jacinta
Jack
Jackie
Jacqueline
Jacqui
James
Jamie
Jan
Jane
Janet
Janette
Janice
Jason
Jean
Jeanette
Jeffery
Jeffrey
Jennie
Jennifer
Jenny
Jeremiah
Jeremy
Jerry
Jessica
Jill
Jillian
Jim
Joan
Joann
Joanne
Jodi
Jodie
Joe
Joelene
Johanna
John
Johnathan
Jonathan
Jonathon
Joni
Joseph
Josephine
Joy
Joyce
Jude
Judith
Judy
Julia
Julian
Julianna
Julianne
Julie
Julieanne
Juliet
Juliette
June
Justin
Karen
Karl
Kate
Katherine
Kathleen
Kathryn
Kathy
Katie
Katrina
Kaye
Kayleigh
Keelin
Keira
Keith
Kelley
Kellie
Kelly
Ken
Kenneth
Kerri
Kerrie
Kerry
Kevan
Kevin
Kiera
Kieran
Kilian
Killian
Kim
Kimberley
Kristen
Kyle
Laoise
Larry
Laura
Laurence
Laurie
Lawrence
Leagh
Leah
Leanne
Lee
Leeanne
Leigh
Lena
Leo
Leona
Leonie
Lesley
Leslie
Líadáin
Liam
Lillian
Lily
Linda
Lindsay
Lisa
Liz
Liza
Lorcán
Lorna
Lorraine
Louis
Louisa
Louise
Lucia
Lucie
Lucille
Lucy
Luke
Lynda
Lynn
Lynne
Madeleine
Madeline
Maeve
Magali
Magalie
Maggie
Maighread
Mailin
Máire
Mairéad
Mairi
Máirín
Mairtín
Majella
Malachy
Malcolm
Marc
Marcas
Marcella
Marcus
Margaret
Margo
Maria
Marian
Marianne
Marie
Marilyn
Marion
Mark
Martha
Martin
Martina
Mary
Matthew
Maura
Maureen
Maurice
Méabh
Meadhbh
Meagan
Meg
Megan
Meghan
Mel
Melanie
Melinda
Melissa
Meredydd
Meriel
Mervin
Mervyn
Michael
Mícheál
Michele
Michelle
Mike
Millie
Miriam
Moira
Moiriosa
Mona
Monica
Morgan
Morna
Moya
Muire
Muireann
Muiris
Muriel
Murray
Myra
Myriam
Nancy
Naoise
Naomi
Natalie
Natasha
Neala
Neasa
Neassa
Ned
Neil
Neilius
Nellie
Nessa
Niall
Niamh
Nicholas
Nick
Nicola
Nicolas
Nicole
Nicolle
Nigel
Noel
Noeleen
Noelle
Nollag
